docid,title,text,subject,predicate,object,relation_present,basic_relation,template_relation,llm_relation,llm_clean_gpt51_he_triplet_0s_nc,llm_raw_gpt51_he_triplet_0s_nc,llm_clean_gpt51_he_triplet_5s_nc,llm_raw_gpt51_he_triplet_5s_nc,llm_clean_gpt51_en_triplet_0s_nc,llm_raw_gpt51_en_triplet_0s_nc,llm_clean_gpt51_en_triplet_5s_nc,llm_raw_gpt51_en_triplet_5s_nc
882896,בדפורדשייר,"בדפורדשייר (באנגלית: Bedfordshire) הוא אחד ממחוזות אנגליה, הנמצא במזרח אנגליה שבממלכה המאוחדת. המחוז נחשב לאחד המחוזות המסורתיים של אנגליה, וגובל במחוזות קיימברידג'שייר, נורת'האמפטונשייר, בקינגהאמשייר והרטפורדשייר. העיר בדפורד משמשת כבירת המחוז, אך העיר המשמעותית והגדולה ביותר במחוז היא לוטון.
התיעוד הראשון לשימוש בשם ""בדפורדשייר"" הוא משנת 1011.",ממלכה המאוחדת,שפה שבשימוש,אנגלית,1,ממלכה המאוחדת שפה שבשימוש אנגלית,השפה שבשימוש ב-ממלכה המאוחדת היא אנגלית,באנגלית משתמשים בממלכה המאוחדת.,0,לא,0,לא,0,no,0,no
1094974,שלנברג,"שלנברג (בגרמנית: Schellenberg) היא עיירה ומחוז בנסיכות ליכטנשטיין. שוכנת על גדות נהר הריין. המחוז הוא הקטן בשטחו מבין מחוזות ליכטנשטיין.
== קישורים חיצוניים ==",שלנברג,מופע של,מחוז,1,שלנברג מופע של מחוז,שלנברג הוא סוג של מחוז,שלנברג הוא מחוז.,1,כן,1,כן,1,yes,1,yes
1021583,מעשה באדם,"מעשה באדם הוא האלבום השלישי של המוזיקאי, המשורר, המלחין, הזמר ושדרן הרדיו הישראלי בני בשן שיצא ב-8 במאי 2009. הסינגל הראשון מהאלבום הוא ""67"", ואחריו הגיע ""יברך מבורך"".
==שירי האלבום==",בני בשן,אזרחות,ישראל,1,בני בשן אזרחות ישראל,האזרחות של בני בשן היא ישראל,בני בשן הוא אזרח ישראלי.,1,כן,1,כן,1,yes,1,yes
1423996,פרס אופיר לשחקן המשנה הטוב ביותר,"פרס אופיר לשחקן המשנה הטוב ביותר הוא פרס אופיר הניתן מטעם האקדמיה הישראלית לקולנוע וטלוויזיה מאז שנת 1991 בגין הופעה של שחקן בתפקיד משני, והוא מייצג את ההכרה שהשחקן הופיע בצורה יוצאת מן הכלל. המועמדים והזוכה בקטגוריה זו נבחרים על ידי חברי האקדמיה, וההודעה על הזכייה מתבצעת בטקס פרסי אופיר.
== זוכים ומועמדים ==
==זכיות ומועמדויות מרובות==",פרס אופיר,מוענק על ידי,האקדמיה הישראלית לקולנוע וטלוויזיה,1,פרס אופיר מוענק על ידי האקדמיה הישראלית לקולנוע וטלוויזיה,פרס אופיר מוענק על ידי האקדמיה הישראלית לקולנוע וטלוויזיה,פרס אופיר מוענק על ידי האקדמיה הישראלית לקולנוע וטלוויזיה.,1,כן,1,כן,1,yes,1,yes
1604361,אדולף לודס,"אדולף לודס (בצרפתית: Adolphe Lods; 17 באוגוסט 1867 – 10 במרץ 1948) היה חוקר מקרא והיסטוריון צרפתי פרוטסטנטי. פרופסור מן המנין באוניברסיטת סורבון בפריז ללשון וספרות עברית.
==לקריאה נוספת==
* יודאיקה: לקסיקון, מהדורת דבר, ירושלים: כתר, 1976, עמ' 183.",אדולף לודס,מעסיק,אוניברסיטת סורבון,1,אדולף לודס מעסיק אוניברסיטת סורבון,המעסיק של אדולף לודס הוא אוניברסיטת סורבון,אדולף לודס העסיק את אוניברסיטת סורבון.,0,לא,1,כן,0,no,1,yes
1959711,קלידרומו,"קלידרומו (ביוונית: Καλλίδρομο) הוא הר בדרום מזרח פתיוטיס ובצפון מזרח פוקיס שבמרכז יוון. גובהו 1,399 מטר. קלידרומו שוכן דרומית למפרץ מאלי, ממזרח להר אוטה ומצפון לעמק הצפיס. מעבר תרמופילי נמצא צפונית להר. הכפר דריימאיה נמצא על ההר. בסמוך להר: מנדניצה מצפון מזרח ואמפיקליה מדרום. הכביש המהיר 1 (אתונה - לאמיה - סלוניקי) עובר צפונית להר. הרכבת מאתונה ללאמיה וסלוניקי עוברת דרומית ומערבית להר, קו הרכבת המהיר החדש עובר דרך ההר על במנהרה.",דרום,ההפך מ־,מזרח,0,דרום ההפך מ־ מזרח,ההפך מ-דרום הוא מזרח,דרום הוא ההפך ממזרח.,0,לא,0,לא,0,no,0,no
1908076,בלטונספזד,"בלטונספזד (בהונגרית: Balatonszepezd) הוא כפר על גדות אגם בלטון במחוז וספרם שבמרכז הונגריה.
כמו יישובים רבים באירופה גם בבלטונספזד מספר התושבים נמצא בירידה. כך, בשנת 1990 חיו בכפר 541 תושבים, ובשנת 2023 רק 451 תושבים.
==יהודי בלטונספזד==
בבלטונספזד חיו יהודים בתקופות זמן שונות.",הונגריה,חלוקה משנית,וספרם,1,הונגריה חלוקה משנית וספרם,וספרם הוא חלוקה משנית של הונגריה,וספרם היא עיר מחוז בהונגריה.,1,כן,1,כן,1,yes,1,yes
1992830,חוסה מגריניה,"חוסה מגריניה (בספרדית: José Magriñá; 14 בדצמבר 1917 – 2 באוגוסט 1988) היה כדורגלן קובני, ששיחק בעמדת החלוץ.
מגריניה השתתף עם נבחרת קובה במונדיאל 1938 ואף כבש בו בתיקו 3–3 נגד רומניה. לאחר שעברו את הסיבוב הראשון הם הובסו 8–0 על ידי שוודיה ברבע הגמר.",חוסה מגריניה,עיסוק,כדורגלן,1,חוסה מגריניה עיסוק כדורגלן,העיסוק של חוסה מגריניה הוא כדורגלן,חוסה מגריניה הוא כדורגלן.,1,כן,1,כן,1,yes,1,yes
1715727,סוהפה,"סוהפה (בהונגרית: Szuhafő) הוא כפר במחוז בורשוד-אבאוי-זמפלן שבצפון מזרח הונגריה. כמו יישובים רבים באירופה, גם אוכלוסיית סוהפה קטנה משמעותית בשנים האחרונות, מ-240 תושבים בשנת 1990 עד 136 תושבים בשנת 2018 (ירידה של כ-43%).
בסוהפה חיו מעט יהודים.",הונגריה,חלוקה משנית,בורשוד-אבאוי-זמפלן,1,הונגריה חלוקה משנית בורשוד-אבאוי-זמפלן,בורשוד-אבאוי-זמפלן הוא חלוקה משנית של הונגריה,בורשוד-אבאוי-זמפלן היא מחוז בהונגריה.,1,כן,1,כן,1,yes,1,yes
1754928,נמל התעופה הבין-לאומי אשגבאט,"נמל התעופה הבין-לאומי אשגבאט ספרמיראט טורקמנבאשי (בטורקמנית: Saparmyrat Türkmenbaşy halkara aeroporty) הוא נמל התעופה הראשי של טורקמניסטן, הממוקם כ-10 ק""מ צפון מערבית לבירה אשגבאט, בשולי העיר.
הנמל משמש כבסיסה של חברת התעופה טורקמניסטן איירלינס.
== יעדים ==
== מתקני הנמל ==
בנמל קיימים שני מסלול המראה מקבילים, ומסלול קצר נוסף עשוי אספלט.
== קישורים חיצוניים ==
קטגוריה:טורקמניסטן: תחבורה
אשגבאט",טורקמניסטן,עיר בירה,אשגבאט,1,טורקמניסטן עיר בירה אשגבאט,עיר הבירה של טורקמניסטן היא אשגבאט,אשגבאט היא עיר הבירה של טורקמניסטן.,1,כן,1,כן,1,yes,1,yes
2012311,פטנבאך,"פטנבאך (בבווארית: Pettenbach) היא עיירה במחוז קירכדורף אן דר קרמס שבמדינת אוסטריה עילית באוסטריה.
==גאוגרפיה==
העיירה פטנבאך שוכנת בטראונוירטל. כ-16% מאדמות העיירה מיוערים, ו-74% הם אדמות חקלאיות.
==דמוגרפיה==
==גלריית תמונות==",פטנבאך,מדינה,אוסטריה,1,פטנבאך מדינה אוסטריה,המיקום של פטנבאך הוא במדינת אוסטריה,פטנבאך היא עיירה באוסטריה.,1,כן,1,כן,1,yes,1,yes
1140882,יש אין סוף,"יש אין סוף הוא אלבומו השני של הזמר, המלחין והיוצר אמיר דדון, שיצא ב-7 במרץ 2013.
האלבום כולל 10 שירים, שנכתבו והולחנו על ידי דדון, למעט השיר ""נגד הרוח"" של שלום חנוך, אותו חידש דדון כשיר הנושא לסדרת הדרמה של רשת ""סימני שאלה"".
== רשימת רצועות ==
== סינגלים ==
קטגוריה:אלבומי 2013
קטגוריה:אלבומי אמיר דדון
קטגוריה:אלבומים בעברית
קטגוריה:אלבומי רוק ישראליים
קטגוריה:אלבומים שהופקו על ידי תומר בירן",יש אין סוף,אמן מבצע,אמיר דדון,1,יש אין סוף אמן מבצע אמיר דדון,האמן המבצע של יש אין סוף הוא אמיר דדון,אמיר דדון מבצע שירים אינסופיים.,1,כן,1,כן,1,yes,1,yes
1866642,מרגש (כפר),"מרגש (בהונגרית: Mérges) הוא כפר חקלאי זעיר במחוז גיור-מושון-שופרון, שבצפון-מערב הונגריה.
במרגש חיו חמישה יהודים בשנת 1880",הונגריה,חלוקה משנית,גיור-מושון-שופרון,1,הונגריה חלוקה משנית גיור-מושון-שופרון,גיור-מושון-שופרון הוא חלוקה משנית של הונגריה,גיור-מושון-שופרון היא מחוז בהונגריה.,1,כן,1,כן,1,yes,1,yes
2359135,"אוקה (נהר, אנגרה)","אוֹקָה (ברוסית: Ока; בבוריאטית: Аха) הוא נהר בסיביר שברוסיה, יובל שמאלי של נהר האנגרה. אורכו 630 ק""מ, ואגן הניקוז שלו משתרע על פני 34,000 קמ""ר.
מקורו של הנהר באגם אוקה שברמת אוקה בהרי סייאן בקצה המערבי של בוריאטיה. הנהר זורם בכיוון צפון-מערב, כשהבולשוי סייאן מדרום מערב לו. לאחר שהנהר פונה לצפון-מזרח הוא זורם בין רכס קרופוטקין לבלסקייה גולצי. לאחר שפכו של יובל החויטו-אוקה אליו משמאל, הוא מגיע לאובלסט אירקוטסק וזורם בכיוון צפון. הנהר נשפך למאגר בראטסק.","אוקה (נהר, אנגרה)",יחידה מנהלית,אובלסט אירקוטסק,1,"אוקה (נהר, אנגרה) יחידה מנהלית אובלסט אירקוטסק","אוקה (נהר, אנגרה) היא יחידה מנהלית של אובלסט אירקוטסק",הנהר אוקה זורם בתחום המנהלי של אובלסט אירקוטסק.,1,כן,1,כן,1,yes,1,yes
1543723,נבחרת גביע דייוויס של דנמרק,"נבחרת גביע דייוויס של דנמרק היא נבחרת טניס הגברים הלאומית של דנמרק שיחקה בעבר בבית העליון של גביע דייוויס.
הנבחרת הופיע לראשונה בשנת 1921. במהלך התקופה היא שיחקה 188 משחקים וניצחה ב-90. הנבחרת שיחקה בבית העליון בשנים 1988-1988 ו-1993–1996
==הישגים==
* רבע גמר
1988
== קישורים חיצוניים ==
* נבחרת דנמרק בטניס – דף הנבחרת מאתר גביע דייוויס",נבחרת גביע דייוויס של דנמרק,השתתף ב־,גביע דייוויס,1,נבחרת גביע דייוויס של דנמרק השתתף ב־ גביע דייוויס,הייתה השתתפות של נבחרת גביע דייוויס של דנמרק ב-גביע דייוויס,נבחרת גביע דייוויס של דנמרק השתתפה בגביע דייוויס.,1,כן,1,כן,1,yes,1,yes
1690964,מרה (כפר),"מרה (בהונגרית: Méra) הוא כפר במחוז בורשוד-אבאוי-זמפלן שבצפון מזרח הונגריה.
במרה חיו לתקופת זמן מוגבלת מעט יהודים.",הונגריה,שפה שבשימוש,הונגרית,0,הונגריה שפה שבשימוש הונגרית,השפה שבשימוש ב-הונגריה היא הונגרית,בהונגריה מדברים הונגרית.,0,לא,1,כן,0,no,1,yes
1476210,האוניברסיטה הלאומית של בנגלדש,"האוניברסיטה הלאומית של בנגלדש (בבנגלית: জাতীয় বিশ্ববিদ্যালয়, বাংলাদেশ) היא האוניברסיטה הלאומית של בנגלדש. המוסד משמש בעיקר כאוניברסיטת־אם המורשה להעניק תארים אקדמיים לסטודנטים באמצעות רשת מכללות ומוסדות מקצועיים ברחבי המדינה שמסונפים אליה.
מטה האוניברסיטה שוכן בגזיפור שבפאתי הבירה דאקה. האוניברסיטה היא השנייה בגודלה בעולם כולו במספר התלמידים הרשומים בה.",בנגלדש,נקרא על שם,בנגלית,0,בנגלדש נקרא על שם בנגלית,בנגלדש נקרא על שם בנגלית,בנגלדש נקראת על שם בנגלית.,0,לא,0,לא,0,no,0,no
